id,field,get_pv,set_pv,enable_pv,enable_value
3,x,SR01C-DI-EBPM-01:SA:X,,SR01C-DI-EBPM-01:CF:ENABLED_S,1
3,y,SR01C-DI-EBPM-01:SA:Y,,SR01C-DI-EBPM-01:CF:ENABLED_S,1
5,b1,SR01A-PC-Q1D-01:I,SR01A-PC-Q1D-01:SETI,,
8,b2,SR01A-PC-S1D-01:I,SR01A-PC-S1D-01:SETI,,
8,b0,SR01A-PC-HSTR-01:I,SR01A-PC-HSTR-01:SETI,,
8,a0,SR01A-PC-VSTR-01:I,SR01A-PC-VSTR-01:SETI,,
11,b1,SR01A-PC-Q2D-02:I,SR01A-PC-Q2D-02:SETI,,
13,b1,SR01A-PC-Q3D-03:I,SR01A-PC-Q3D-03:SETI,,
16,b2,SR01A-PC-S2D-02:I,SR01A-PC-S2D-02:SETI,,
16,b0,SR01A-PC-HSTR-02:I,SR01A-PC-HSTR-02:SETI,,
16,a0,SR01A-PC-VSTR-02:I,SR01A-PC-VSTR-02:SETI,,
19,x,SR01C-DI-EBPM-02:SA:X,,SR01C-DI-EBPM-02:CF:ENABLED_S,1
19,y,SR01C-DI-EBPM-02:SA:Y,,SR01C-DI-EBPM-02:CF:ENABLED_S,1
21,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI,,
23,b1,SR01A-PC-Q2AD-04:I,SR01A-PC-Q2AD-04:SETI,,
25,x,SR01C-DI-EBPM-03:SA:X,,SR01C-DI-EBPM-03:CF:ENABLED_S,1
25,y,SR01C-DI-EBPM-03:SA:Y,,SR01C-DI-EBPM-03:CF:ENABLED_S,1
28,b2,SR01A-PC-S2A-03:I,SR01A-PC-S2A-03:SETI,,
28,b0,SR01A-PC-HSTR-03:I,SR01A-PC-HSTR-03:SETI,,
28,a0,SR01A-PC-VSTR-03:I,SR01A-PC-VSTR-03:SETI,,
31,b1,SR01A-PC-Q1AD-05:I,SR01A-PC-Q1AD-05:SETI,,
33,x,SR01C-DI-EBPM-04:SA:X,,SR01C-DI-EBPM-04:CF:ENABLED_S,1
33,y,SR01C-DI-EBPM-04:SA:Y,,SR01C-DI-EBPM-04:CF:ENABLED_S,1
36,b2,SR01A-PC-S1A-04:I,SR01A-PC-S1A-04:SETI,,
36,b0,SR01A-PC-HSTR-04:I,SR01A-PC-HSTR-04:SETI,,
36,a0,SR01A-PC-VSTR-04:I,SR01A-PC-VSTR-04:SETI,,
39,b1,SR01A-PC-Q1AB-06:I,SR01A-PC-Q1AB-06:SETI,,
42,b2,SR01A-PC-S2A-05:I,SR01A-PC-S2A-05:SETI,,
42,b0,SR01A-PC-HSTR-05:I,SR01A-PC-HSTR-05:SETI,,
42,a0,SR01A-PC-VSTR-05:I,SR01A-PC-VSTR-05:SETI,,
45,b1,SR01A-PC-Q2AB-07:I,SR01A-PC-Q2AB-07:SETI,,
47,x,SR01C-DI-EBPM-05:SA:X,,SR01C-DI-EBPM-05:CF:ENABLED_S,1
47,y,SR01C-DI-EBPM-05:SA:Y,,SR01C-DI-EBPM-05:CF:ENABLED_S,1
49,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI,,
52,b2,SR01A-PC-S2C-06:I,SR01A-PC-S2C-06:SETI,,
52,b0,SR01A-PC-HSTR-06:I,SR01A-PC-HSTR-06:SETI,,
52,a0,SR01A-PC-VSTR-06:I,SR01A-PC-VSTR-06:SETI,,
55,b1,SR01A-PC-Q3B-08:I,SR01A-PC-Q3B-08:SETI,,
57,x,SR01C-DI-EBPM-06:SA:X,,SR01C-DI-EBPM-06:CF:ENABLED_S,1
57,y,SR01C-DI-EBPM-06:SA:Y,,SR01C-DI-EBPM-06:CF:ENABLED_S,1
59,b1,SR01A-PC-Q2B-09:I,SR01A-PC-Q2B-09:SETI,,
62,b2,SR01A-PC-S1C-07:I,SR01A-PC-S1C-07:SETI,,
62,b0,SR01A-PC-HSTR-07:I,SR01A-PC-HSTR-07:SETI,,
62,a0,SR01A-PC-VSTR-07:I,SR01A-PC-VSTR-07:SETI,,
65,b1,SR01A-PC-Q1B-10:I,SR01A-PC-Q1B-10:SETI,,
67,x,SR01C-DI-EBPM-07:SA:X,,SR01C-DI-EBPM-07:CF:ENABLED_S,1
67,y,SR01C-DI-EBPM-07:SA:Y,,SR01C-DI-EBPM-07:CF:ENABLED_S,1
95,x,SR02C-DI-EBPM-01:SA:X,,SR02C-DI-EBPM-01:CF:ENABLED_S,1
95,y,SR02C-DI-EBPM-01:SA:Y,,SR02C-DI-EBPM-01:CF:ENABLED_S,1
99,b1,SR02A-PC-Q1BE-01:I,SR02A-PC-Q1BE-01:SETI,,
101,b2,SR02A-PC-S1BE-01:I,SR02A-PC-S1BE-01:SETI,,
101,b0,SR02A-PC-HSTR-01:I,SR02A-PC-HSTR-01:SETI,,
101,a0,SR02A-PC-VSTR-01:I,SR02A-PC-VSTR-01:SETI,,
103,b1,SR02A-PC-Q2BE-02:I,SR02A-PC-Q2BE-02:SETI,,
107,b2,SR02A-PC-S2BE-02:I,SR02A-PC-S2BE-02:SETI,,
111,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI,,
118,x,SR02C-DI-EBPM-02:SA:X,,SR02C-DI-EBPM-02:CF:ENABLED_S,1
118,y,SR02C-DI-EBPM-02:SA:Y,,SR02C-DI-EBPM-02:CF:ENABLED_S,1
120,b2,SR02A-PC-S3E-03:I,SR02A-PC-S3E-03:SETI,,
122,b1,SR02A-PC-Q3E-03:I,SR02A-PC-Q3E-03:SETI,,
126,b2,SR02A-PC-S4E-04:I,SR02A-PC-S4E-04:SETI,,
126,b0,SR02A-PC-HSTR-04:I,SR02A-PC-HSTR-04:SETI,,
126,a0,SR02A-PC-VSTR-04:I,SR02A-PC-VSTR-04:SETI,,
128,b1,SR02A-PC-Q3E-04:I,SR02A-PC-Q3E-04:SETI,,
130,b2,SR02A-PC-S3E-05:I,SR02A-PC-S3E-05:SETI,,
130,b0,SR02A-PC-HSTR-05:I,SR02A-PC-HSTR-05:SETI,,
130,a0,SR02A-PC-VSTR-05:I,SR02A-PC-VSTR-05:SETI,,
134,x,SR02C-DI-EBPM-03:SA:X,,SR02C-DI-EBPM-03:CF:ENABLED_S,1
134,y,SR02C-DI-EBPM-03:SA:Y,,SR02C-DI-EBPM-03:CF:ENABLED_S,1
136,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI,,
138,b0,SR02A-PC-HSCOR-01:I,SR02A-PC-HSCOR-01:SETI,,
138,a0,SR02A-PC-VSCOR-01:I,SR02A-PC-VSCOR-01:SETI,,
140,b1,SR02A-PC-Q4E-05:I,SR02A-PC-Q4E-05:SETI,,
145,x,SR02C-DI-EBPM-04:SA:X,,SR02C-DI-EBPM-04:CF:ENABLED_S,1
145,y,SR02C-DI-EBPM-04:SA:Y,,SR02C-DI-EBPM-04:CF:ENABLED_S,1
153,x,SR02C-DI-EBPM-05:SA:X,,SR02C-DI-EBPM-05:CF:ENABLED_S,1
153,y,SR02C-DI-EBPM-05:SA:Y,,SR02C-DI-EBPM-05:CF:ENABLED_S,1
155,b1,SR02A-PC-Q4E-06:I,SR02A-PC-Q4E-06:SETI,,
156,b0,SR02A-PC-HSCOR-02:I,SR02A-PC-HSCOR-02:SETI,,
156,a0,SR02A-PC-VSCOR-02:I,SR02A-PC-VSCOR-02:SETI,,
160,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI,,
167,b2,SR02A-PC-S3E-06:I,SR02A-PC-S3E-06:SETI,,
169,b1,SR02A-PC-Q3E-07:I,SR02A-PC-Q3E-07:SETI,,
173,x,SR02C-DI-EBPM-06:SA:X,,SR02C-DI-EBPM-06:CF:ENABLED_S,1
173,y,SR02C-DI-EBPM-06:SA:Y,,SR02C-DI-EBPM-06:CF:ENABLED_S,1
175,b2,SR02A-PC-S4E-07:I,SR02A-PC-S4E-07:SETI,,
175,b0,SR02A-PC-HSTR-07:I,SR02A-PC-HSTR-07:SETI,,
175,a0,SR02A-PC-VSTR-07:I,SR02A-PC-VSTR-07:SETI,,
177,b1,SR02A-PC-Q3E-08:I,SR02A-PC-Q3E-08:SETI,,
179,b2,SR02A-PC-S3E-08:I,SR02A-PC-S3E-08:SETI,,
179,b0,SR02A-PC-HSTR-08:I,SR02A-PC-HSTR-08:SETI,,
179,a0,SR02A-PC-VSTR-08:I,SR02A-PC-VSTR-08:SETI,,
183,x,SR02C-DI-EBPM-07:SA:X,,SR02C-DI-EBPM-07:CF:ENABLED_S,1
183,y,SR02C-DI-EBPM-07:SA:Y,,SR02C-DI-EBPM-07:CF:ENABLED_S,1
185,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI,,
190,b2,SR02A-PC-S2BE-09:I,SR02A-PC-S2BE-09:SETI,,
194,b1,SR02A-PC-Q2BE-09:I,SR02A-PC-Q2BE-09:SETI,,
198,b2,SR02A-PC-S1BE-10:I,SR02A-PC-S1BE-10:SETI,,
198,b0,SR02A-PC-HSTR-10:I,SR02A-PC-HSTR-10:SETI,,
198,a0,SR02A-PC-VSTR-10:I,SR02A-PC-VSTR-10:SETI,,
200,b1,SR02A-PC-Q1BE-10:I,SR02A-PC-Q1BE-10:SETI,,
208,x,SR02C-DI-EBPM-08:SA:X,,SR02C-DI-EBPM-08:CF:ENABLED_S,1
208,y,SR02C-DI-EBPM-08:SA:Y,,SR02C-DI-EBPM-08:CF:ENABLED_S,1
236,x,SR03C-DI-EBPM-01:SA:X,,SR03C-DI-EBPM-01:CF:ENABLED_S,1
236,y,SR03C-DI-EBPM-01:SA:Y,,SR03C-DI-EBPM-01:CF:ENABLED_S,1
238,b1,SR03A-PC-Q1B-01:I,SR03A-PC-Q1B-01:SETI,,
241,b2,SR03A-PC-S1B-01:I,SR03A-PC-S1B-01:SETI,,
241,b0,SR03A-PC-HSTR-01:I,SR03A-PC-HSTR-01:SETI,,
241,a0,SR03A-PC-VSTR-01:I,SR03A-PC-VSTR-01:SETI,,
244,b1,SR03A-PC-Q2B-02:I,SR03A-PC-Q2B-02:SETI,,
246,b1,SR03A-PC-Q3B-03:I,SR03A-PC-Q3B-03:SETI,,
249,b2,SR03A-PC-S2B-02:I,SR03A-PC-S2B-02:SETI,,
249,b0,SR03A-PC-HSTR-02:I,SR03A-PC-HSTR-02:SETI,,
249,a0,SR03A-PC-VSTR-02:I,SR03A-PC-VSTR-02:SETI,,
252,x,SR03C-DI-EBPM-02:SA:X,,SR03C-DI-EBPM-02:CF:ENABLED_S,1
252,y,SR03C-DI-EBPM-02:SA:Y,,SR03C-DI-EBPM-02:CF:ENABLED_S,1
254,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI,,
256,b1,SR03A-PC-Q2AB-04:I,SR03A-PC-Q2AB-04:SETI,,
258,x,SR03C-DI-EBPM-03:SA:X,,SR03C-DI-EBPM-03:CF:ENABLED_S,1
258,y,SR03C-DI-EBPM-03:SA:Y,,SR03C-DI-EBPM-03:CF:ENABLED_S,1
261,b2,SR03A-PC-S2A-03:I,SR03A-PC-S2A-03:SETI,,
261,b0,SR03A-PC-HSTR-03:I,SR03A-PC-HSTR-03:SETI,,
261,a0,SR03A-PC-VSTR-03:I,SR03A-PC-VSTR-03:SETI,,
264,b1,SR03A-PC-Q1AB-05:I,SR03A-PC-Q1AB-05:SETI,,
266,x,SR03C-DI-EBPM-04:SA:X,,SR03C-DI-EBPM-04:CF:ENABLED_S,1
266,y,SR03C-DI-EBPM-04:SA:Y,,SR03C-DI-EBPM-04:CF:ENABLED_S,1
269,b2,SR03A-PC-S1A-04:I,SR03A-PC-S1A-04:SETI,,
269,b0,SR03A-PC-HSTR-04:I,SR03A-PC-HSTR-04:SETI,,
269,a0,SR03A-PC-VSTR-04:I,SR03A-PC-VSTR-04:SETI,,
272,b1,SR03A-PC-Q1AB-06:I,SR03A-PC-Q1AB-06:SETI,,
275,b2,SR03A-PC-S2A-05:I,SR03A-PC-S2A-05:SETI,,
275,b0,SR03A-PC-HSTR-05:I,SR03A-PC-HSTR-05:SETI,,
275,a0,SR03A-PC-VSTR-05:I,SR03A-PC-VSTR-05:SETI,,
278,b1,SR03A-PC-Q2AB-07:I,SR03A-PC-Q2AB-07:SETI,,
280,x,SR03C-DI-EBPM-05:SA:X,,SR03C-DI-EBPM-05:CF:ENABLED_S,1
280,y,SR03C-DI-EBPM-05:SA:Y,,SR03C-DI-EBPM-05:CF:ENABLED_S,1
282,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI,,
285,b2,SR03A-PC-S2B-06:I,SR03A-PC-S2B-06:SETI,,
285,b0,SR03A-PC-HSTR-06:I,SR03A-PC-HSTR-06:SETI,,
285,a0,SR03A-PC-VSTR-06:I,SR03A-PC-VSTR-06:SETI,,
288,b1,SR03A-PC-Q3B-08:I,SR03A-PC-Q3B-08:SETI,,
290,x,SR03C-DI-EBPM-06:SA:X,,SR03C-DI-EBPM-06:CF:ENABLED_S,1
290,y,SR03C-DI-EBPM-06:SA:Y,,SR03C-DI-EBPM-06:CF:ENABLED_S,1
292,b1,SR03A-PC-Q2B-09:I,SR03A-PC-Q2B-09:SETI,,
295,b2,SR03A-PC-S1B-07:I,SR03A-PC-S1B-07:SETI,,
295,b0,SR03A-PC-HSTR-07:I,SR03A-PC-HSTR-07:SETI,,
295,a0,SR03A-PC-VSTR-07:I,SR03A-PC-VSTR-07:SETI,,
298,b1,SR03A-PC-Q1B-10:I,SR03A-PC-Q1B-10:SETI,,
300,x,SR03C-DI-EBPM-07:SA:X,,SR03C-DI-EBPM-07:CF:ENABLED_S,1
300,y,SR03C-DI-EBPM-07:SA:Y,,SR03C-DI-EBPM-07:CF:ENABLED_S,1
338,x,SR04C-DI-EBPM-01:SA:X,,SR04C-DI-EBPM-01:CF:ENABLED_S,1
338,y,SR04C-DI-EBPM-01:SA:Y,,SR04C-DI-EBPM-01:CF:ENABLED_S,1
340,b1,SR04A-PC-Q1B-01:I,SR04A-PC-Q1B-01:SETI,,
343,b2,SR04A-PC-S1C-01:I,SR04A-PC-S1C-01:SETI,,
343,b0,SR04A-PC-HSTR-01:I,SR04A-PC-HSTR-01:SETI,,
343,a0,SR04A-PC-VSTR-01:I,SR04A-PC-VSTR-01:SETI,,
346,b1,SR04A-PC-Q2B-02:I,SR04A-PC-Q2B-02:SETI,,
348,b1,SR04A-PC-Q3B-03:I,SR04A-PC-Q3B-03:SETI,,
351,b2,SR04A-PC-S2C-02:I,SR04A-PC-S2C-02:SETI,,
351,b0,SR04A-PC-HSTR-02:I,SR04A-PC-HSTR-02:SETI,,
351,a0,SR04A-PC-VSTR-02:I,SR04A-PC-VSTR-02:SETI,,
354,x,SR04C-DI-EBPM-02:SA:X,,SR04C-DI-EBPM-02:CF:ENABLED_S,1
354,y,SR04C-DI-EBPM-02:SA:Y,,SR04C-DI-EBPM-02:CF:ENABLED_S,1
356,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI,,
358,b1,SR04A-PC-Q2AB-04:I,SR04A-PC-Q2AB-04:SETI,,
360,x,SR04C-DI-EBPM-03:SA:X,,SR04C-DI-EBPM-03:CF:ENABLED_S,1
360,y,SR04C-DI-EBPM-03:SA:Y,,SR04C-DI-EBPM-03:CF:ENABLED_S,1
363,b2,SR04A-PC-S2A-03:I,SR04A-PC-S2A-03:SETI,,
363,b0,SR04A-PC-HSTR-03:I,SR04A-PC-HSTR-03:SETI,,
363,a0,SR04A-PC-VSTR-03:I,SR04A-PC-VSTR-03:SETI,,
366,b1,SR04A-PC-Q1AB-05:I,SR04A-PC-Q1AB-05:SETI,,
368,x,SR04C-DI-EBPM-04:SA:X,,SR04C-DI-EBPM-04:CF:ENABLED_S,1
368,y,SR04C-DI-EBPM-04:SA:Y,,SR04C-DI-EBPM-04:CF:ENABLED_S,1
371,b2,SR04A-PC-S1A-04:I,SR04A-PC-S1A-04:SETI,,
371,b0,SR04A-PC-HSTR-04:I,SR04A-PC-HSTR-04:SETI,,
371,a0,SR04A-PC-VSTR-04:I,SR04A-PC-VSTR-04:SETI,,
374,b1,SR04A-PC-Q1AD-06:I,SR04A-PC-Q1AD-06:SETI,,
377,b2,SR04A-PC-S2A-05:I,SR04A-PC-S2A-05:SETI,,
377,b0,SR04A-PC-HSTR-05:I,SR04A-PC-HSTR-05:SETI,,
377,a0,SR04A-PC-VSTR-05:I,SR04A-PC-VSTR-05:SETI,,
380,b1,SR04A-PC-Q2AD-07:I,SR04A-PC-Q2AD-07:SETI,,
382,x,SR04C-DI-EBPM-05:SA:X,,SR04C-DI-EBPM-05:CF:ENABLED_S,1
382,y,SR04C-DI-EBPM-05:SA:Y,,SR04C-DI-EBPM-05:CF:ENABLED_S,1
384,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI,,
387,b2,SR04A-PC-S2D-06:I,SR04A-PC-S2D-06:SETI,,
387,b0,SR04A-PC-HSTR-06:I,SR04A-PC-HSTR-06:SETI,,
387,a0,SR04A-PC-VSTR-06:I,SR04A-PC-VSTR-06:SETI,,
390,b1,SR04A-PC-Q3D-08:I,SR04A-PC-Q3D-08:SETI,,
392,x,SR04C-DI-EBPM-06:SA:X,,SR04C-DI-EBPM-06:CF:ENABLED_S,1
392,y,SR04C-DI-EBPM-06:SA:Y,,SR04C-DI-EBPM-06:CF:ENABLED_S,1
394,b1,SR04A-PC-Q2D-09:I,SR04A-PC-Q2D-09:SETI,,
397,b2,SR04A-PC-S1D-07:I,SR04A-PC-S1D-07:SETI,,
397,b0,SR04A-PC-HSTR-07:I,SR04A-PC-HSTR-07:SETI,,
397,a0,SR04A-PC-VSTR-07:I,SR04A-PC-VSTR-07:SETI,,
400,b1,SR04A-PC-Q1D-10:I,SR04A-PC-Q1D-10:SETI,,
402,x,SR04C-DI-EBPM-07:SA:X,,SR04C-DI-EBPM-07:CF:ENABLED_S,1
402,y,SR04C-DI-EBPM-07:SA:Y,,SR04C-DI-EBPM-07:CF:ENABLED_S,1
419,x,SR05C-DI-EBPM-01:SA:X,,SR05C-DI-EBPM-01:CF:ENABLED_S,1
419,y,SR05C-DI-EBPM-01:SA:Y,,SR05C-DI-EBPM-01:CF:ENABLED_S,1
421,b1,SR05A-PC-Q1D-01:I,SR05A-PC-Q1D-01:SETI,,
424,b2,SR05A-PC-S1D-01:I,SR05A-PC-S1D-01:SETI,,
424,b0,SR05A-PC-HSTR-01:I,SR05A-PC-HSTR-01:SETI,,
424,a0,SR05A-PC-VSTR-01:I,SR05A-PC-VSTR-01:SETI,,
427,b1,SR05A-PC-Q2D-02:I,SR05A-PC-Q2D-02:SETI,,
429,b1,SR05A-PC-Q3D-03:I,SR05A-PC-Q3D-03:SETI,,
432,b2,SR05A-PC-S2D-02:I,SR05A-PC-S2D-02:SETI,,
432,b0,SR05A-PC-HSTR-02:I,SR05A-PC-HSTR-02:SETI,,
432,a0,SR05A-PC-VSTR-02:I,SR05A-PC-VSTR-02:SETI,,
435,x,SR05C-DI-EBPM-02:SA:X,,SR05C-DI-EBPM-02:CF:ENABLED_S,1
435,y,SR05C-DI-EBPM-02:SA:Y,,SR05C-DI-EBPM-02:CF:ENABLED_S,1
437,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI,,
439,b1,SR05A-PC-Q2AD-04:I,SR05A-PC-Q2AD-04:SETI,,
441,x,SR05C-DI-EBPM-03:SA:X,,SR05C-DI-EBPM-03:CF:ENABLED_S,1
441,y,SR05C-DI-EBPM-03:SA:Y,,SR05C-DI-EBPM-03:CF:ENABLED_S,1
444,b2,SR05A-PC-S2A-03:I,SR05A-PC-S2A-03:SETI,,
